Geography Type,Geography,Age Range,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Year,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
National Estimates,National,5-17 years,Poverty and Income,Below poverty,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),March 26 - April 29,2023,Monthly,15.4,9.0 - 21.8,324,0
National Estimates,National,5-17 years,Poverty and Income,Below poverty,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),April 30 - May 27,2023,Monthly,12.2,6.7 - 17.7,298,0
National Estimates,National,5-17 years,Poverty and Income,Below poverty,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,7.9,2.4 - 13.5,206,0
National Estimates,National,5-17 years,Poverty and Income,Below poverty,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 30 - Nov 26,2022,Monthly,18.8,6.0 - 31.5,223,0
National Estimates,National,5-17 years,Poverty and Income,Below poverty,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Nov 27 - Dec 31,2022,Monthly,10,5.7 - 14.3,295,0
National Estimates,National,5-17 years,Poverty and Income,Unknown income,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 1 - January 28,2023,Monthly,16,10.3 - 21.8,583,0
National Estimates,National,5-17 years,Poverty and Income,Unknown income,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 29 - February 25,2023,Monthly,13.8,9.2 - 18.3,685,0
National Estimates,National,5-17 years,Poverty and Income,Unknown income,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),February 26 - March 25,2023,Monthly,14.9,10.8 - 18.9,728,0
National Estimates,National,5-17 years,Poverty and Income,Unknown income,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),March 26 - April 29,2023,Monthly,23.4,16.8 - 29.9,709,0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),May 29 - Jun 30,2022,Monthly,52.7,50.5 - 54.9,"6,815",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Jul 1 - Jul 30,2022,Monthly,51.9,49.8 - 53.9,"7,985",0
National Estimates,National,5-17 years,Poverty and Income,Unknown income,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),April 30 - May 27,2023,Monthly,21.5,15.4 - 27.5,663,0
National Estimates,National,5-17 years,Poverty and Income,Unknown income,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,15.2,8.9 - 21.4,539,0
National Estimates,National,5-17 years,Poverty and Income,Unknown income,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 30 - Nov 26,2022,Monthly,14,8.4 - 19.5,625,0
National Estimates,National,5-17 years,Poverty and Income,Unknown income,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Nov 27 - Dec 31,2022,Monthly,14.7,9.6 - 19.9,825,0
National Estimates,National,5-17 years,Race/Ethnicity,"Black, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 1 - January 28,2023,Monthly,14.7,7.9 - 21.5,281,0
National Estimates,National,5-17 years,Race/Ethnicity,"Black, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 29 - February 25,2023,Monthly,17.1,10.1 - 24.1,346,0
National Estimates,National,5-17 years,Race/Ethnicity,"Black, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),February 26 - March 25,2023,Monthly,17.9,11.4 - 24.5,353,0
National Estimates,National,5-17 years,Race/Ethnicity,"Black, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),March 26 - April 29,2023,Monthly,21.7,13.3 - 30.2,273,0
National Estimates,National,5-17 years,Race/Ethnicity,"Black, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),April 30 - May 27,2023,Monthly,15.7,9.7 - 21.7,311,0
National Estimates,National,5-17 years,Race/Ethnicity,"Black, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,11.4,6.3 - 16.5,279,0
National Estimates,National,5-17 years,Race/Ethnicity,"Black, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 30 - Nov 26,2022,Monthly,12.8,6.3 - 19.3,270,0
National Estimates,National,5-17 years,Race/Ethnicity,"Black, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Nov 27 - Dec 31,2022,Monthly,17.2,9.9 - 24.6,324,0
National Estimates,National,5-17 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 1 - January 28,2023,Monthly,12.4,7.9 - 17.0,686,0
National Estimates,National,5-17 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 29 - February 25,2023,Monthly,10,6.4 - 13.6,817,0
National Estimates,National,5-17 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),February 26 - March 25,2023,Monthly,12,7.9 - 16.0,844,0
National Estimates,National,5-17 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),March 26 - April 29,2023,Monthly,19,13.4 - 24.7,914,0
National Estimates,National,5-17 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),April 30 - May 27,2023,Monthly,18.1,13.2 - 23.0,877,0
National Estimates,National,5-17 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,11.1,7.1 - 15.2,631,0
National Estimates,National,5-17 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 30 - Nov 26,2022,Monthly,10.1,6.1 - 14.1,572,0
National Estimates,National,5-17 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Nov 27 - Dec 31,2022,Monthly,9.6,5.9 - 13.4,907,0
National Estimates,National,5-17 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 1 - January 28,2023,Monthly,11.1,4.6 - 17.6,456,0
National Estimates,National,5-17 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 29 - February 25,2023,Monthly,13.4,8.2 - 18.6,537,0
National Estimates,National,5-17 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),February 26 - March 25,2023,Monthly,9.8,5.8 - 13.7,585,0
National Estimates,National,5-17 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),March 26 - April 29,2023,Monthly,16,9.8 - 22.2,692,0
National Estimates,National,5-17 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),April 30 - May 27,2023,Monthly,17.6,11.5 - 23.6,675,0
National Estimates,National,5-17 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,16,7.8 - 24.2,417,0
National Estimates,National,5-17 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 30 - Nov 26,2022,Monthly,14,6.3 - 21.8,481,0
National Estimates,National,5-17 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Nov 27 - Dec 31,2022,Monthly,10.6,5.7 - 15.5,619,0
National Estimates,National,5-17 years,Race/Ethnicity,"White, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 1 - January 28,2023,Monthly,16.1,12.7 - 19.6,"1,682",0
National Estimates,National,5-17 years,Race/Ethnicity,"White, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 29 - February 25,2023,Monthly,14.6,11.6 - 17.5,"1,857",0
National Estimates,National,5-17 years,Race/Ethnicity,"White, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),February 26 - March 25,2023,Monthly,16,13.2 - 18.8,"1,783",0
National Estimates,National,5-17 years,Race/Ethnicity,"White, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),March 26 - April 29,2023,Monthly,21.3,17.8 - 24.9,"1,967",0
National Estimates,National,5-17 years,Race/Ethnicity,"White, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),April 30 - May 27,2023,Monthly,18.6,15.3 - 21.9,"1,765",0
National Estimates,National,5-17 years,Race/Ethnicity,"White, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,12.5,9.4 - 15.6,"1,633",0
National Estimates,National,5-17 years,Race/Ethnicity,"White, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 30 - Nov 26,2022,Monthly,14.9,10.8 - 19.0,"1,721",0
National Estimates,National,5-17 years,Race/Ethnicity,"White, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Nov 27 - Dec 31,2022,Monthly,13.4,10.5 - 16.4,"2,113",0
National Estimates,National,5-17 years,Sex,Female,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 1 - January 28,2023,Monthly,14.8,11.4 - 18.2,"1,546",0
National Estimates,National,5-17 years,Sex,Female,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 29 - February 25,2023,Monthly,12.2,9.6 - 14.8,"1,779",0
National Estimates,National,5-17 years,Sex,Female,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),February 26 - March 25,2023,Monthly,15.4,12.3 - 18.4,"1,736",0
National Estimates,National,5-17 years,Sex,Female,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),March 26 - April 29,2023,Monthly,20.5,16.9 - 24.1,"1,921",0
National Estimates,National,5-17 years,Sex,Female,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),April 30 - May 27,2023,Monthly,20.9,17.4 - 24.4,"1,770",0
National Estimates,National,5-17 years,Sex,Female,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,13.2,9.9 - 16.5,"1,428",0
National Estimates,National,5-17 years,Sex,Female,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 30 - Nov 26,2022,Monthly,13.8,9.8 - 17.8,"1,494",0
National Estimates,National,5-17 years,Sex,Female,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Nov 27 - Dec 31,2022,Monthly,12.4,9.5 - 15.3,"1,895",0
National Estimates,National,5-17 years,Sex,Male,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 1 - January 28,2023,Monthly,14,10.7 - 17.4,"1,576",0
National Estimates,National,5-17 years,Sex,Male,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),January 29 - February 25,2023,Monthly,15.1,11.9 - 18.2,"1,803",0
National Estimates,National,5-17 years,Sex,Male,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),February 26 - March 25,2023,Monthly,13.8,11.2 - 16.4,"1,844",0
National Estimates,National,5-17 years,Sex,Male,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),March 26 - April 29,2023,Monthly,19.5,15.7 - 23.3,"1,948",0
National Estimates,National,5-17 years,Sex,Male,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),April 30 - May 27,2023,Monthly,16,12.9 - 19.0,"1,880",0
National Estimates,National,5-17 years,Sex,Male,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,11.4,8.6 - 14.2,"1,530",0
National Estimates,National,5-17 years,Sex,Male,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Oct 30 - Nov 26,2022,Monthly,12.6,9.3 - 15.9,"1,577",0
National Estimates,National,5-17 years,Sex,Male,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),Nov 27 - Dec 31,2022,Monthly,13.2,10.3 - 16.1,"2,096",0
National Estimates,National,5-17 years,All children 5 � 17 years,All children 5 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,23.4,20.6 - 26.2,"3,140",0
National Estimates,National,5-17 years,All children 5 � 17 years,All children 5 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,23.7,21.2 - 26.3,"3,598",0
National Estimates,National,5-17 years,All children 5 � 17 years,All children 5 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,21.2,18.7 - 23.6,"3,597",0
National Estimates,National,5-17 years,All children 5 � 17 years,All children 5 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,22.9,20.2 - 25.6,"3,895",0
National Estimates,National,5-17 years,All children 5 � 17 years,All children 5 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,22.1,19.6 - 24.7,"3,664",0
National Estimates,National,5-17 years,All children 5 � 17 years,All children 5 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,5.8,4.4 - 7.2,"2,977",0
National Estimates,National,5-17 years,All children 5 � 17 years,All children 5 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,12.5,10.4 - 14.6,"3,087",0
National Estimates,National,5-17 years,All children 5 � 17 years,All children 5 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,18.7,16.4 - 21.0,"4,008",0
National Estimates,National,5-17 years,Age,12 � 15 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,22.3,17.8 - 26.8,926,0
National Estimates,National,5-17 years,Age,12 � 15 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,27.7,23.2 - 32.2,"1,120",0
National Estimates,National,5-17 years,Age,12 � 15 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,24.5,20.3 - 28.7,"1,193",0
National Estimates,National,5-17 years,Age,12 � 15 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,24.8,20.1 - 29.4,"1,095",0
National Estimates,National,5-17 years,Age,12 � 15 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,24.9,20.5 - 29.4,"1,008",0
National Estimates,National,5-17 years,Age,12 � 15 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,8.5,5.7 - 11.4,872,0
National Estimates,National,5-17 years,Age,12 � 15 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,15.2,11.7 - 18.8,948,0
National Estimates,National,5-17 years,Age,12 � 15 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,23,18.5 - 27.5,"1,111",0
National Estimates,National,5-17 years,Age,16 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,29.7,22.7 - 36.7,367,0
National Estimates,National,5-17 years,Age,16 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,23.5,18.1 - 28.9,505,0
National Estimates,National,5-17 years,Age,16 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,24.5,18.6 - 30.4,564,0
National Estimates,National,5-17 years,Age,16 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,26.7,20.0 - 33.3,386,0
National Estimates,National,5-17 years,Age,16 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,23,17.4 - 28.5,432,0
National Estimates,National,5-17 years,Age,16 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,7.8,4.5 - 11.2,409,0
National Estimates,National,5-17 years,Age,16 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,16.6,10.9 - 22.3,380,0
National Estimates,National,5-17 years,Age,16 � 17 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,18.5,13.7 - 23.4,461,0
National Estimates,National,5-17 years,Age,5 � 11 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,20.2,16.6 - 23.9,"1,847",0
National Estimates,National,5-17 years,Age,5 � 11 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,19.6,16.2 - 22.9,"1,973",0
National Estimates,National,5-17 years,Age,5 � 11 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,15.5,12.6 - 18.4,"1,840",0
National Estimates,National,5-17 years,Poverty and Income,Below poverty,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Feb 27 - Mar 26,2022,Monthly,31.8,26.6 - 37.0,703,0
National Estimates,National,5-17 years,Poverty and Income,Below poverty,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Mar 27 - Apr 30,2022,Monthly,37,31.9 - 42.2,905,0
National Estimates,National,5-17 years,Poverty and Income,Below poverty,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),May 1 - May 28,2022,Monthly,35.2,30.2 - 40.2,886,0
National Estimates,National,5-17 years,Age,5 � 11 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,18.5,15.3 - 21.6,"2,414",0
National Estimates,National,5-17 years,Age,5 � 11 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,18.4,15.1 - 21.7,"2,224",0
National Estimates,National,5-17 years,Age,5 � 11 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,1.5,0.6 - 2.4,"1,696",0
National Estimates,National,5-17 years,Age,5 � 11 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,6.9,4.6 - 9.2,"1,759",0
National Estimates,National,5-17 years,Age,5 � 11 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,14.4,12.0 - 16.7,"2,436",0
National Estimates,National,5-17 years,Health Insurance,Any Medicaid,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,20,14.2 - 25.7,602,0
National Estimates,National,5-17 years,Health Insurance,Any Medicaid,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,17,11.9 - 22.0,730,0
National Estimates,National,5-17 years,Health Insurance,Any Medicaid,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,15.5,10.8 - 20.3,765,0
National Estimates,National,5-17 years,Health Insurance,Any Medicaid,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,20.8,15.2 - 26.5,746,0
National Estimates,National,5-17 years,Health Insurance,Any Medicaid,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,14,9.6 - 18.3,772,0
National Estimates,National,5-17 years,Health Insurance,Any Medicaid,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,4,1.5 - 6.5,613,0
National Estimates,National,5-17 years,Health Insurance,Any Medicaid,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,9.8,5.3 - 14.4,569,0
National Estimates,National,5-17 years,Health Insurance,Any Medicaid,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,14.3,9.5 - 19.2,774,0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,24.8,21.6 - 28.1,"2,396",0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),February 26 - March 25,2023,Monthly,34.7,24.7 - 44.7,217,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Feb 27 - Mar 26,2022,Monthly,22.3,15.1 - 29.5,281,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),March 26 - April 29,2023,Monthly,36.1,24.8 - 47.4,264,0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,27,23.9 - 30.0,"2,694",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,23.4,20.5 - 26.4,"2,655",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,24.4,21.2 - 27.5,"2,966",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,25.5,22.4 - 28.6,"2,713",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,6.3,4.6 - 8.0,"2,231",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,14.3,11.8 - 16.8,"2,382",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,21.4,18.7 - 24.1,"3,055",0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,19.8,0.0 - 42.4,84,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,10.1,1.8 - 18.5,102,0
